issueKey,summary,created,resolved,status,priority,severity,labels,components,Bug Detection Phase,linked_pr_number,is_escaped_defect
IO-47318,"Export failure | In case a export fails while running the flow, Error details are shown as empty in case opening from Run console [EC2 and HTTP MS]",2023-10-17T12:42:56.609+0530,,Released,P2,S1,,Core,,,False
IO-47311,"From UI  ""Context"" is getting in place of ""Extract"" in BE  export doc ",2023-10-17T12:18:07.117+0530,,Released,P1,S1,,UI,,,False
IO-47310,Travis | [integrator] | [JOB=Adaptors-agent-accessToken] | [master],2023-10-17T12:17:59.757+0530,,Released,P1,S2,,Adaptor,,,False
IO-47308,"Onfleet webhook is not triggering and we are getting ""unauthorized"" in debug logs.",2023-10-17T12:08:46.918+0530,,Released,P1,S2,,Core;Core-Webhooks,,,False
IO-47289,handlebars text should not be highlighted,2023-10-17T11:28:57.019+0530,,Released,P2,S2,AI_ML,UI - AI/ML,,,False
IO-47287,[BE] Travis Fix for tags related intermittent issues.,2023-10-17T11:20:00.408+0530,,Released,P3,Not set,,Core,,,False
IO-47274,error: uncaughtException: item: You can't map object (source) to boolean (destination),2023-10-17T10:27:38.252+0530,,Released,P3,S2,SplunkError,Adaptor,,,False
IO-47272,Filter messages not matching with the sheet,2023-10-17T10:15:13.717+0530,,Released,P3,S3,,UI,,,False
IO-47267,User is not able to click on error on integration page,2023-10-17T09:39:14.880+0530,,Released,P1,S1,Reopen;slackReported,UI,,,False
IO-47262,After closing error drawer user is not re-directing to Home page,2023-10-17T08:22:17.171+0530,,Released,P2,S2,,UI,,,False
IO-47258,"Run Console | On running the flow and going to some other screen and coming back, run console is not showing the running flow. [Reproducible on K8s and EC2]",2023-10-16T22:48:49.734+0530,,Released,P1,S1,,UI,,,False
IO-47255,[HTTP-MS]-Client Secret is not getting masked in connection debug logs while refresh-token for Amazon Connection and While refresh-token in Import/Export debug logs body is empty. ,2023-10-16T21:44:26.630+0530,2023-11-01T10:53:27.173+0530,Released,P1,S1,,HTTP Adaptor,,,False
IO-47252,#2197044: No Rate Limit on RESET MFA,2023-10-16T20:03:49.918+0530,,Released,P2,S2,,API (api.integrator.io),,,False
IO-47246,[Playground] Explain selection helptext is not aligned properly in column view,2023-10-16T18:18:32.247+0530,,Released,P2,S3,AI_ML,UI - AI/ML,,,False
IO-47244,Unable to expand Celigo AI field when we have an error in sample data section,2023-10-16T17:49:26.041+0530,,Released,P2,S3,AI_ML,UI - AI/ML,,,False
IO-47241,Preview data handling for oneToMany imports with row-based data,2023-10-16T17:18:52.872+0530,,Released,P3,S3,Reopen,Adaptor,,,False
IO-47231,Unhealthy Worker pods are still present in heartbeats and qgworker collection in DB,2023-10-16T16:17:50.316+0530,,Released,P2,S2,,Core,,,False
IO-47229,Fix validations on TP connector Schema,2023-10-16T16:05:16.071+0530,,Released,P2,S2,,EDI,,,False
IO-47224,User is not able to see errors on bubble and in Run console.,2023-10-16T15:26:29.589+0530,,Released,P1,S1,slackReported,UI,,,False
IO-47211,Preview issues when the user has postresponsemap and one-to-many enabled for IMPORT,2023-10-16T14:48:35.104+0530,,Released,P2,S2,PM_Triaged,UI,,,False
IO-47208,To fix helper metadata document ,2023-10-16T13:11:53.402+0530,,Released,P2,S2,Reopen,Connector framework,,,False
IO-47180,[hackerOne] #2197047: No Rate Limit on Verify Mobile Device,2023-10-16T10:57:23.646+0530,,Released,P2,S2,,API (api.integrator.io);Core,,,False
IO-47171,Multiple script conflicts during a pull causing merge failures,2023-10-16T10:19:45.588+0530,,Released,P2,S2,Sprint6central;jira_escalated,Integration Lifecycle Management,,,False
IO-47170,Investigate Webhook MS status code 400 on multiple export,2023-10-16T10:00:40.624+0530,,Released,P1,S1,SplunkError,Core-Workers,,,False
IO-47165,[HackerOne] #2197033: No Rate Limit on View MFA QR Code,2023-10-16T09:15:51.924+0530,,Released,P2,S2,,API (api.integrator.io);Core,,,False
IO-47159,[BE] While the flow is running if we are adding or updating tags on the errors then for the newly generated errors those newly updated or added tags are not getting reflected,2023-10-15T14:46:14.851+0530,,Released,P3,S3,,Core;Errors / Dashboard,,,False
IO-47157,Error is not showing properly in old view,2023-10-15T13:36:08.435+0530,,Released,P3,S3,Reopen,UI,,,False
IO-47155,"QA STAGING- 'Have a NA account? -""a"" should be ""an"" for NA account so it reads: Have an NA account?",2023-10-15T09:05:59.189+0530,,Released,P2,S3,slackReported,UI,,,False
IO-47154,For export/import/lookup after clearing if user choose same connection then status is not showing,2023-10-15T07:18:30.097+0530,,Released,P3,S3,,UI,,,False
IO-47151,[BE] When we are adding a tag for a resolved error having let's say rdk1 and then we are resolving another open error with same retryDataKey rdk1 then the resolved error's tag is getting applied to the new one and if any other OE that is having rdk1,2023-10-14T13:08:27.034+0530,,Released,P2,S2,,Core;Errors / Dashboard,,,False
IO-47145,issue with ANSI file encoding.,2023-10-09T20:03:05.785+0530,,Released,P3,S2,jira_escalated,Adaptor,,,False
IO-47144,Pre-existing issue | Double quotes are getting in data when file is getting imported in Dropbox,2023-10-13T20:15:44.300+0530,,Released,P2,S2,HTTP_MS_STABILITY,HTTP Adaptor,,,False
IO-47140,Travis | [flow-execution] | [JOB=JOB9] | [Patch 2023.9.6],2023-10-13T18:30:58.750+0530,,Released,P1,S1,,Adaptor,,,False
IO-47135,Run console section is hidden when it is dragged down in the flow builder page,2023-10-13T15:45:14.296+0530,,Released,P3,S3,slackReported,UI,,,False
IO-47133,Travis | [flow-execution] | [JOB=JOB1] | [Patch 2023.9.6],2023-10-13T15:33:05.078+0530,,Released,P1,S1,,Adaptor,,,False
IO-47125,Unable to save the refreshable map settings when yieldValueAndLabel field is added to the settings,2023-10-13T14:40:08.941+0530,,Released,P1,S1,ReportedDuringReleaseTesting,Connector,,,False
IO-47122,[UI] [Error Tags]: 'Change tags' and the truncated long name gets displayed in single hover box,2023-10-13T14:23:33.526+0530,,Released,P3,S3,,UI,,,False
IO-47119,QA STAGING: 'Unknown resource type' error is displayed on editing Export,2023-10-13T13:54:00.549+0530,,Released,P2,S2,Regression,UI,,,False
IO-47113,"New Blackboard assistant - Unable to create blackboard connection, getting error when iclient details are entered.",2023-10-12T19:56:17.331+0530,,Released,P2,S2,Assistant2.0,Connector framework;UI,,,False
IO-47112,Unable to trigger the Webhooks MS export,2023-10-13T12:29:28.305+0530,,Released,P1,S1,,Core,,,False
IO-47098,"[BE] Not able to create tag with a name that is subset of some string, like if we are creating tag name as ""Test"" then not able to create tag name as ""Tes"", ""Te"", ""T"", ""E"", ""S""",2023-10-13T11:24:02.350+0530,,Released,P2,S2,,Core;Errors / Dashboard,,,False
IO-47091,getContext API is retuning same static handlebar response for all handlebar expressions in connection page ,2023-10-13T10:56:21.758+0530,,Released,P2,S1,Reopen,Adaptor,,,False
IO-47077,Production - error: uncaughtException: Cannot read property 'unresolvedMappingErrorLogger' of undefined,2023-10-13T10:08:02.145+0530,,Released,P1,S1,SplunkError,Adaptor,,,False
IO-47070,"Worker MS | Concurrency | In case concurrency is scaled up and then scaled down, flow is taking more time to run than EC2",2023-10-12T22:40:42.786+0530,,Released,P2,S2,QA_Env,Core,,,False
IO-47061,"For mapper 2.0, we are unable to get empty string values even though if we select ""Use empty string as default value""  in dynamic lookup",2023-10-12T17:55:49.280+0530,,Released,P3,S2,apollo_backlog,Mapping,,,False
IO-47057,[BE]  When we are trying to update tags on more than 1 error that are having same rdk and in the body if we are passing errorId along with the rdk then in response getting 502 bad gateway,2023-10-12T17:32:57.513+0530,,Released,P2,S2,,Errors / Dashboard,,,False
IO-47034,WooCommerce Connector API: DB migration script to do HTTP connector linking to solve customer issue of IO-43781,2023-10-12T14:11:28.851+0530,,Released,P2,S2,Assistant2.0;jira_escalated,Connector framework,,,False
IO-47028,Restored EDI profiles from Recycle bin are not reflecting in EDI profiles,2023-10-12T13:13:42.112+0530,,Released,P2,S2,Reopen,UI,,,False
IO-47025,"In security tab Style is not applied for ""Enable MFA"" ",2023-10-12T12:47:49.526+0530,,Released,P3,S3,,UI,,6141,False
IO-47021,"For newly created flow ""Success"" label is showing if we don't have any run also",2023-10-12T12:01:20.747+0530,,Released,P2,S2,Reopen,UI,,,False
IO-47020,"when we select an export or import and choose ""What would you like to do? "" the drop down is reopening.",2023-10-12T12:01:15.183+0530,,Released,P1,S3,,UI,,,False
IO-47016,Transformation rules are getting removed if we change something in FDR after creating an export,2023-10-12T11:29:33.119+0530,,Released,P2,S2,,EDI;UI,,,False
IO-47014,"Increase in Redis cache while Webhook Migration, Use exp document instead",2023-10-12T11:27:43.213+0530,,Released,P2,S2,,Core,,,False
IO-47012,[AFE]: AFE is not considering the text as handlebar and showing it as Bad String,2023-10-12T11:26:00.255+0530,,Released,P1,S1,,UI,,,False
IO-47009,Dropdowns are not same as shown in figma for parsing definition and generator definition fields,2023-10-12T11:08:27.935+0530,,Released,P2,S2,,UI,,,False
IO-47008,"In security tab for ""Connect your mobile device  *"" there is less space between text and *",2023-10-12T11:06:44.577+0530,,Released,P3,S3,,UI,,,False
IO-47007,"An error popup is showing, when changing the existing imports's file type from EDIX12-JSON.",2023-10-12T11:02:27.856+0530,,Released,P2,S2,,EDI;UI,,,False
IO-47004,Unable to enable the webhook flow created with system api to get license entitlement usage.,2023-10-12T10:44:42.413+0530,,Released,P2,S2,,Core,,,False
IO-47003,[QA]: Success record's count is not visible sometimes in dashboard when we are running a branched flow with worker MS enable,2023-10-12T10:41:19.698+0530,,Released,P2,S2,,Core,,,False
IO-46980,"[UI] When we are trying to select more than 3 tags on a particular error hover text containing message ""3 tag limit reached"" is not coming in Sentence Case ",2023-10-11T21:25:01.110+0530,,Released,P3,S3,,UI,,,False
IO-46976,Name field in OAS should be populated with export/import id when export/import name is empty,2023-10-11T18:59:29.874+0530,,Released,P3,S3,,Core,,,False
IO-46970,[UI]Buttons in error window are not visible completely.,2023-10-11T18:24:20.655+0530,,Released,P2,S3,,UI,,,False
IO-46969,Clover : Delta functionality is not working properly,2023-10-10T15:45:29.335+0530,,Released,P2,S2,Assistant2.0;Reopen,Adaptor,,,False
IO-46967,Updating value back to 'Please select' for any dropdown field in ediprofile is giving the error,2023-10-11T18:01:11.872+0530,,Released,P2,S2,,EDI;UI,,,False
IO-46963,"Fix burstJobsClosingLoop, connectionContextCacheExpiringLoop",2023-10-11T17:12:31.932+0530,,Released,P3,S2,Engg_Triaged,Core-Workers,,,False
IO-46961,"[UI] currentExportDateTime, lastExportDateTime, fields not sent by UI while previewing transformation2.0 for delta exports.",2023-10-11T16:54:54.810+0530,,Released,P3,S2,,UI,,,False
IO-46959,[UI] Not able to perform CRUD operation of tags on Sandbox environment of IO,2023-10-11T16:43:45.423+0530,,Released,P1,S1,,UI,,,False
IO-46952,Newly added column is showing up in the Export Preview panel but not in the Input panel of Mapping even after clicking on auto-populate mapping,2023-10-11T16:16:58.788+0530,,Released,P3,S2,,UI,,,False
IO-46943,'EDI x12 format' field is not listing any value when file type is selected as EDIFACT and EDI license is enabled ,2023-10-11T15:21:08.487+0530,,Released,P2,S2,,EDI;UI,,,False
IO-46931,"Remove """" in UI for SnowFlake Metadata",2023-10-11T13:56:25.569+0530,,Released,P3,S3,Reopen,DB Adaptor,,,False
IO-46929,[UI] [Error Tags]: User is able to save blank tag on edit,2023-10-11T13:25:05.008+0530,,Released,P2,S2,,UI,,,False
IO-46926,[BE] If an open error is having a tag applied and we retried that error and it gets resolved then tagging is getting removed in the resolved errors,2023-10-11T13:20:33.734+0530,,Released,P2,S1,,Core;Errors / Dashboard,,,False
IO-46910,proceedToAdaptor function causing consumers to stuck in case of lookups,2023-10-11T12:51:09.169+0530,,Released,P2,S2,SplunkBugTriaged;SplunkError,Core-Workers,,,False
IO-46909,"[UI] User should not be able to get the option to add tags for ""open error"" in the old error view",2023-10-11T12:49:02.651+0530,,Released,P3,S3,,UI,,,False
IO-46901,"Not seeing Adaptor specific stubs in Mock Output for NetSuite, Salesforce (REST , SOAP, Composite) ",2023-10-11T12:28:13.037+0530,,Released,P3,S3,,UI,,,False
IO-46898,User should not be allowed to create a duplicate TP connector,2023-10-11T12:23:50.149+0530,,Released,P2,S2,,EDI,,,False
IO-46890,Uncaught exception 'Cannot clone a proxied object' in IAQA,2023-10-11T12:15:17.587+0530,,Released,P3,S3,IAQA;QAProd;SplunkError;UncaughtException,Cloning,,,False
IO-46881,Celigo AI field should be removed for IA's,2023-10-11T12:02:22.825+0530,,Released,P2,S2,AI_ML,UI,,,False
IO-46880,Stripe adaptor issues,2023-09-28T02:02:54.218+0530,,Released,P2,S3,jira_escalated,Connection Assistant;UI,,,False
IO-46854,In Mapper 2.0and transformation 2.0 when we make output field to object and select input in settings form its not saving data. ,2023-10-11T11:08:05.351+0530,,Released,P2,S2,Transformation2.0;mapper2.0;slackReported,UI,,,False
IO-46838,when we discard and click on add corresponding add resource the form is persisting.,2023-10-11T10:55:16.334+0530,,Released,P2,S2,,UI,,,False
IO-46829,[QA]: uncaughtException: TypeError: Cannot read property '__rateLimitErrorAt' of null,2023-10-11T10:49:38.776+0530,,Released,P1,S1,QA_Env;SplunkError;UncaughtException,Core-Workers,,,False
IO-46825,No error is thrown while running AS2 exports when incoming EDI file have ISA and GS field values that are not matching with EDI Profile field values,2023-10-11T10:47:09.614+0530,,Released,P2,S2,,EDI,,,False
IO-46812,JDBC connection string help text need to be updated ,2023-10-11T09:51:13.746+0530,,Released,P3,S2,PM_Triaged,Help text;UI,,,False
IO-46810,Unable to load adaptor in any of the repos,2023-10-10T23:24:51.700+0530,,Released,P1,Not set,,API management,,,False
IO-46809,Concurrency | In case flow is running and concurrency is reduced example from 10 to 1 then flow is still running with higher concurrency,2023-10-10T22:24:33.541+0530,,Released,P2,S1,,Core-Workers,,,False
IO-46808,Worker MS | Real time flows -> S3 | Imports are getting stuck in In progress state and are getting auto cancelled by system because queue size is not clearing up,2023-10-10T20:36:58.422+0530,,Released,P2,S1,,Core-Workers,,,False
IO-46799,"AFE Editor - HTTP Request Body builder - Input data : 'data{}' container variable is displayed  along with records{} in the input data , when the user is using postMap hook",2023-10-10T20:14:19.179+0530,,Released,P2,S2,AFE;slackReported,Hooks / Wrappers / Stacks;UI,,,False
IO-46798,"[BE] When we are having more than 1tag applied on an error an we are trying to download CSV files of the same, tags column are not getting updated with any data",2023-10-10T19:52:32.026+0530,,Released,P1,S2,,Core;Errors / Dashboard,,,False
IO-46793,"Ftp shows random string ""Selected Text:"" when select json or xml",2023-10-10T18:27:51.248+0530,,Released,P3,S3,,UI,,,False
IO-46792,ActiveCampaign API v3 OpenAPI Spec 3.x to HTTP 2.0 Connector--getting An invalid XML is sent in the import.http.body.for all imports endpoints ,2023-10-10T18:19:02.681+0530,,Released,P2,S2,,Connector framework,,,False
IO-46788,Incorrect details populated in the yaml file when the resource has transformation applied.,2023-10-10T18:00:52.550+0530,,Released,P2,S2,ReportedDuringReleaseTesting,UI,,,False
IO-46784,"Destination table  autosuggestion is not working if user manually clear the field instaed of ""X""",2023-10-10T17:30:36.530+0530,,Released,P3,S2,,UI,,,False
IO-46782,The invoke url shown on the UI is incorrect.,2023-10-10T17:22:38.856+0530,,Released,P2,S2,Reopen;ReportedDuringReleaseTesting,UI,,,False
IO-46779,[Auto recovery][BE]: targetConcurrencyLevel value not present in http field for RESTConnection,2023-10-10T16:45:46.942+0530,,Released,P1,S1,,Core-Workers,,,False
IO-46778,Subdomain field is missing on simple form view for ActiveCampaign API v3  OpenAPI Spec 3.x to HTTP 2.0 Connector,2023-10-10T16:45:12.559+0530,,Released,P2,S2,,Connector framework,,,False
IO-46777,No error is thrown while running the imports when field value in edi profile is empty  ,2023-10-10T16:41:34.998+0530,,Released,P2,S2,,EDI,,,False
IO-46775,HTTP 2.0 F/W - Linking logic is breaking for Google Sheets as body is not matching due to some escape characters,2023-10-10T16:36:21.929+0530,,Released,P1,S2,Assistant2.0,Connection Assistant,,,False
IO-46756,"[UI] Able to update the tag name with same name that is present in the account, although pop-up is coming with a message containing""document already exists""",2023-10-10T15:24:01.648+0530,,Released,P2,S2,,UI,,,False
IO-46743,"""skipEDIValidation"" is not getting removed even though we save export after removing that",2023-10-10T14:07:49.750+0530,,Released,P2,S2,,UI,,,False
IO-46741,Transformation rules are not getting populated when we change something in FDR while creation of export itself,2023-10-10T13:56:07.269+0530,,Released,P2,S2,Reopen,EDI,,,False
IO-46737,[Auto recovery][UI]: targetConcurrencyLevel value not present in rest field for RESTConnection in the payload.,2023-10-10T13:29:25.409+0530,,Released,P1,S1,slackReported,UI,,,False
IO-46730,old import UI should not change back to new UI,2023-10-10T12:23:54.886+0530,,Released,P3,S3,,UI,,,False
IO-46724,Dashboard Count for api automation suite's for Worker MS enabled account is different from that of Non Worker MS enabled account.,2023-10-10T12:14:55.797+0530,,Released,P2,S2,,Core-Workers,,6974;7060,False
IO-46715,Unable to load adaptor in any of the repos,2023-10-10T11:36:42.882+0530,,Released,P1,Not set,,Core,,,False
IO-46692,Travis | [integrator QGMW] | [Job = JOB2] | [master ] Exponential Delay Retry,2023-10-10T00:03:58.660+0530,,Released,P3,S2,,Core;Errors / Dashboard,,,False
IO-46691,'direction' parameter is not respected in the file definitions metadata json,2023-10-09T23:40:22.009+0530,,Released,P2,S2,,EDI,,,False
IO-46689,"Worker MS | Data Loader | Flow is just stuck in ""Waiting in Queue"" using data loader as the PG in a flow",2023-10-09T22:04:55.386+0530,,Released,P2,S1,,Core-Workers,,,False
IO-46681,error: uncaughtException: TypeError: Cannot read property 'type' of undefined,2023-10-09T18:13:34.256+0530,,Released,P3,S2,DexterScrubbing;SplunkError,Core-Workers,,,False
IO-46680,error: uncaughtException: TypeError: Cannot read property '_id' of null,2023-10-09T18:09:16.136+0530,,Released,P2,S2,DexterScrubbing;Nov_Post_CF;SplunkBugTriaged;SplunkError,Core-Workers,,,False
IO-46672,Not able to create VAN export from UI on platform4,2023-10-09T16:57:23.692+0530,,Released,P2,S2,,UI,,,False
IO-46670,[BE]  TypeError: Cannot set property 'occurredAt' of undefined,2023-10-09T16:31:02.749+0530,,Released,P2,S2,,Core,,,False
IO-46669,EDI profile is not present in Resource type dropdown in audit log,2023-10-09T16:28:34.982+0530,,Released,P2,S2,,UI,,,False
IO-46668,Unable to Restore or purge EDI profiles from recycle bin,2023-10-09T16:14:44.506+0530,,Released,P3,S2,,UI,,,False
IO-46667,EDI should be in capital case in confirm delete window,2023-10-09T16:00:56.062+0530,,Released,P3,S3,,UI,,,False
IO-46665,Help text for invoking dropdown is wrong inside key board shortcuts,2023-10-09T15:36:24.237+0530,,Released,P2,S2,,UI,,,False
IO-46664,"root helper item inside ""Data variable"" is spelled wrongly ",2023-10-09T15:30:06.636+0530,,Released,P2,S2,,UI,,,False
IO-46661,Unable to uninstall the Walmart IA,2023-10-09T15:12:47.152+0530,,Released,P2,S2,AdHoc;Impacting_IA_By_IO_Bug,Integration Apps Framework (IAF),,,False
IO-46656,":calender is misaligned under Dashboard run history,run history,report",2023-10-09T14:07:41.822+0530,,Released,P3,S3,Regression,UI,,,False
IO-46634,[Patch issue] Celigo AI is not returning 'DO NOT KNOW' when an invalid/random prompt is provided,2023-10-09T10:50:34.926+0530,2023-10-13T11:53:47.018+0530,Released,P3,S3,AI_ML,UI,,,False
IO-46619,System API to fetch License entitlement usage is fetching system user details instead of the specific user we want to retrieve,2023-10-06T19:03:28.370+0530,2023-10-13T11:53:45.459+0530,Released,P2,S2,,Core,,,False
IO-46615,"Real time flows | In case Import is getting re used among real time flow and huge flow, Real time flow with even 1 record is taking 12 mins to complete",2023-10-06T18:32:16.704+0530,,Released,P2,S2,,Core-Workers,,,False
IO-46614,OpenAPI Spec 3.x to HTTP 2.0 Connector Metadata  :  script is thowing error when trying to convert Sprout Solutions Openpi to metdata,2023-10-06T18:27:56.934+0530,,Released,P1,S1,Assistant2.0,Connector framework,,,False
IO-46609,Celigo AI is not returning response in json format for http body field,2023-10-06T17:20:59.509+0530,2023-10-13T11:53:46.562+0530,Released,P2,S2,AI_ML,UI,,,False
IO-46606,[Patch issue] Celigo AI is not responding to the follow up queries,2023-10-06T17:01:16.858+0530,2023-10-13T11:53:46.063+0530,Released,P1,S2,AI_ML,UI,,,False
IO-46594,Fix code-coverage issue in jdbc-bridge repo,2023-10-06T15:44:09.425+0530,,Released,P2,S2,,DB Adaptor,,,False
IO-46573,[HackerOne] - using control characters,2023-10-06T13:57:20.572+0530,,Released,P3,S3,,Core,,,False
IO-46569,[UI] [Amazon Redshift] Inconsistent casing in label names.,2023-10-06T12:30:54.985+0530,,Released,P3,S3,,UI,,,False
IO-46537,Username / Api key field should be encrypted for Recurly OpenAPI Spec 3.x to HTTP 2.0 Connector but getting unencrypted format,2023-10-06T10:08:23.202+0530,,Released,P2,S2,,Connector framework,,,False
IO-46534,error: uncaughtException: TypeError: Cannot read property 'QUEUE_NAME' of null,2023-10-06T09:10:08.753+0530,,Released,P3,S2,DexterScrubbing;Engg_Triaged;SplunkBugTriaged;SplunkError,Core-Workers,,,False
IO-46513,error: uncaughtException: TypeError: Cannot read property 'healthCheckTimeCache' of null,2023-10-05T19:06:09.008+0530,,Released,P3,S2,SplunkError,Core-Workers,,,False
IO-46512,error: uncaughtException: TypeError: Cannot read property '_id' of undefined,2023-10-05T19:04:17.521+0530,,Released,P3,S2,DexterScrubbing;SplunkError,Core-Workers,,,False
IO-46511,Missing Mask Webhook Url in Webhook MS,2023-10-05T19:03:43.195+0530,,Released,P2,S3,,Core,,,False
IO-46491,On-premise agent large memory consumption.,2023-10-03T23:29:42.154+0530,2023-10-13T11:48:25.786+0530,Released,P2,S2,jira_escalated,On-Premise Agent,,,False
IO-46488,"User is not able to invoke the dropdown when the cursor is pointing right after the ""{{"", when the user clicks somewhere else other than the AFE window and also in the expression when user adds a Field item inside a Helper another field is getting erased",2023-10-05T15:13:03.449+0530,,Released,P2,S2,,UI,,,False
IO-46482,Helper syntax is visible only for the latest helper in the nested expression not for the older one and also expression is not getting closed properly,2023-10-05T14:37:42.210+0530,,Released,P2,S2,,UI,,,False
IO-46479,"Test run results issues when the user has postresponsemap, one-to-many enabled and run in test mode.",2023-10-05T14:35:13.604+0530,,Released,P2,S2,Engg_Triaged;PM_Triaged,Core-Workers,,,False
IO-46471,"Dropdown is not invoking when we type ""{{"" on field level for some handle bar fields",2023-10-05T14:21:35.070+0530,,Released,P2,S2,slackReported,UI,,,False
IO-46465,We are getting unwanted suggestions from “Helpers” section when we type something in the expression,2023-10-05T14:06:54.066+0530,,Released,P2,S2,,UI,,,False
IO-46462,"Cmd + space is not working to invoke the dropdown and spelling for “search shortcut"" is wrong in keyboard shortcuts",2023-10-05T13:44:55.640+0530,,Released,P2,S2,Reopen,UI,,,False
IO-46454,"When we are hitting the route PATCH /system/v1/:modelPlural, we are getting the error as QGMW is not found",2023-10-05T12:46:01.618+0530,,Released,P3,S3,,Core,,,False
IO-46453,"Do not consider debugLogsSize for the log ""logName=pageSizeExceeded""",2023-10-05T12:40:19.115+0530,,Released,P2,S2,,Adaptor,,,False
IO-46448,MFA form text is in consistant for shared and owner account,2023-10-05T12:06:34.368+0530,,Released,P3,S3,Reopen,UX,,,False
IO-46443,[BE] While doing the POST call if we are not giving tag field or any discrepancies in the spelling of same then it's returning that tag and tagId both are mandatory,2023-10-05T11:54:42.051+0530,,Released,P3,S3,,Core;Errors / Dashboard,,,False
IO-46427,Unable to get the right error message for empty request body or Request body to update data retention to 0 using /api/accountsettings API,2023-10-05T10:31:12.637+0530,,Released,P2,S3,,Core,,,False
IO-46425,"[BE]  Not able to create tags where number of characters are greater than 125, ideally it should be greater than 250 as per the frd",2023-10-05T10:20:30.125+0530,,Released,P2,S2,Re-open;Reopen,Errors / Dashboard,,,False
IO-46417,[HTTP MS] Splunk logs: getting logName=getHostNameFailed errors.,2023-10-04T22:41:48.435+0530,,Released,P2,S3,HTTP_MS_STABILITY,HTTP Adaptor,,,False
IO-46416,UnCaught Exception rdbms adaptor | Production-NA,2023-10-04T22:40:52.269+0530,2023-10-12T15:47:20.535+0530,Released,P3,S2,Production_NA;jira_escalated;kubernetes,Adaptor,,,False
IO-46415,error: uncaughtException: RangeError: Maximum call stack size exceeded,2023-10-04T21:14:14.071+0530,,Released,P1,S1,SplunkBugTriaged;SplunkError,On-Premise Agent,,,False
IO-46413,error: uncaughtException: TypeError: Cannot read property 'push' of undefined,2023-10-04T20:42:08.282+0530,,Released,P3,S2,Engg_Triaged;SplunkBugTriaged;SplunkError,Core-Workers,,,False
IO-46401,"""Success"" label is showing in empty flow",2023-10-04T18:09:23.137+0530,,Released,P1,S2,,UI,,,False
IO-46374,[UI] HTTP 2.0 F/w | Checkbox Configure refreshToken does not get enabled ,2023-10-04T14:32:09.581+0530,,Released,P2,S2,Assistant2.0,Connector framework;UI,,,False
IO-46362,We are able to fetch the details without any error for GET /accountsettings API for shared user and integrator-ashareid header,2023-10-04T12:32:57.073+0530,,Released,P2,S2,,Core,,,False
IO-46361,"Should get destination table filed in a format ""database.tablename""",2023-10-04T12:25:32.158+0530,,Released,P3,S2,,UI,,,False
IO-46344,[Handlebars] Extra spaces getting added in the response generated by Celigo AI,2023-10-04T11:44:18.536+0530,,Released,P1,S2,AI_ML;slackReported,UI,,,False
IO-46320,Misalignment  in the NSAW create connection header due to recent change in the application name,2023-10-04T10:09:05.856+0530,2023-10-10T21:48:08.386+0530,Released,P2,S2,PM_Triaged,UI,,,False
IO-46315,Send actual error message for complete page error oneToMany file aggregate microBatching,2023-10-04T00:13:23.930+0530,,Released,P2,S3,,Adaptor,,,False
IO-46303,UI support for passing selective iClients 'Grant type' options in simple view using connector metadata.,2023-10-03T18:59:16.510+0530,,Released,P2,S2,Assistant2.0,UI,,,False
IO-46292,"""Loop Returns"" connection showing twicely in application list",2023-10-03T16:56:11.143+0530,,Released,P3,S2,,UI,,,False
IO-46291,"user is not able to filter record by using ""All Applications"" list",2023-10-03T16:44:01.415+0530,,Released,P1,S1,,UI,,,False
IO-46289,when we click next with other options than export or import the what would you like to drop down is not closed.,2023-10-03T16:31:59.969+0530,,Released,P2,S3,,UI,,,False
IO-46284,"""Frequently selected apps"" and ""All apps"" filters application names are not matching.",2023-10-03T16:21:07.796+0530,,Released,P2,S2,,UI,,,False
IO-46277,On marketplace page some labels are not matching with the the figma.,2023-10-03T14:39:27.156+0530,,Released,P3,S2,,UI,,,False
IO-46274,Quotation symbol is not showing for less than 3 letters,2023-10-03T13:58:32.451+0530,,Released,P3,S3,,UI,,,False
IO-46268, Export error for Blob flows(large file size) - Connection lost while processing the request. Please contact Celigo Support for more details.,2023-10-03T13:31:30.365+0530,,Released,P1,S1,,HTTP Adaptor,,,False
IO-46267,Variation theme mappings are not saving on UI and backend for Amazon IA,2023-10-03T13:22:09.413+0530,,Released,P1,S1,AdHoc;Dependency_IA;Impacting_IA_By_IO_Bug;ReportedByIA;jira_-_netsuite_connector;jira_escalated,UI,,,False
IO-46265,"""By Application"" filters showing some delay when we try to close and expand",2023-10-03T13:17:00.881+0530,,Released,P2,S2,,UI,,,False
IO-46261,AFE window of flow branching router is not showing the correct input data,2023-10-03T12:52:49.207+0530,,Released,P2,S2,slackReported,Adaptor,,,False
IO-46259,Staging -Sample Integration fails to display on new sign up,2023-10-03T12:43:55.202+0530,,Pending Release,P1,S1,Regression;Reopen,UI,,,False
IO-46254,For import mapping field ouline should not showing as blue when cursor is in it.,2023-10-03T12:11:46.109+0530,,Released,P3,S3,Reopen,UI,,,False
IO-46244,Fix 'startDate' issue for delta exports using Transformations 2.0,2023-10-03T10:42:07.256+0530,,Released,P2,S1,jira_escalated;slackReported,Adaptor,,,False
IO-46243,For Branching record are not updating as per source selection,2023-10-03T10:37:43.343+0530,,Released,P1,S1,,UI,,,False
